item_id,name,value
2,Theme,1. Openbare Ruimte Algemeen
2,Theme,12. Groen
2,Area,Heel Amsterdam
2,Type,Ambitie
2,Level,Strategisch Niveau
2,Source,Omgevingsvisie 2050 (2021)
3,Theme,1. Openbare Ruimte Algemeen
3,Theme,3. Netwerken & Profielen
3,Theme,2. Structuur & Stedenbouwkunde
3,Area,Heel Amsterdam
3,Type,Uitgangspunt
3,Level,Strategisch Niveau
3,Source,Omgevingsvisie 2050 (2021)
4,Theme,1. Openbare Ruimte Algemeen
4,Theme,12. Groen
4,Theme,2. Structuur & Stedenbouwkunde
4,Area,Heel Amsterdam
4,Type,Uitgangspunt
4,Level,Strategisch Niveau
4,Source,Omgevingsvisie 2050 (2021)
5,Theme,1. Openbare Ruimte Algemeen
5,Area,Heel Amsterdam
5,Type,Uitgangspunt
5,Level,Proces
5,Source,Omgevingsvisie 2050 (2021)
6,Theme,1. Openbare Ruimte Algemeen
6,Theme,2. Structuur & Stedenbouwkunde
6,Area,Heel Amsterdam
6,Type,Uitgangspunt
6,Level,Strategisch Niveau
6,Source,Omgevingsvisie 2050 (2021)
7,Theme,1. Openbare Ruimte Algemeen
7,Theme,2. Structuur & Stedenbouwkunde
7,Area,Heel Amsterdam
7,Type,Uitgangspunt
7,Level,Strategisch Niveau
7,Source,Omgevingsvisie 2050 (2021)
8,Theme,3. Netwerken & Profielen
8,Theme,2. Structuur & Stedenbouwkunde
8,Area,Heel Amsterdam
8,Type,Uitgangspunt
8,Level,Strategisch Niveau
8,Source,Omgevingsvisie 2050 (2021)
9,Theme,1. Openbare Ruimte Algemeen
9,Theme,2. Structuur & Stedenbouwkunde
9,Area,Heel Amsterdam
9,Type,Uitgangspunt
9,Level,Strategisch Niveau
9,Source,Omgevingsvisie 2050 (2021)
10,Theme,1. Openbare Ruimte Algemeen
10,Theme,12. Groen
10,Area,Heel Amsterdam
10,Type,Uitgangspunt
10,Level,Strategisch Niveau
10,Source,Omgevingsvisie 2050 (2021)
11,Theme,1. Openbare Ruimte Algemeen
11,Theme,12. Groen
11,Area,Heel Amsterdam
11,Type,Uitgangspunt
11,Level,Strategisch Niveau
11,Source,Omgevingsvisie 2050 (2021)
12,Theme,12. Groen
12,Area,Heel Amsterdam
12,Type,Ambitie
12,Level,Strategisch Niveau
12,Source,Groenvisie 2020 - 2050 (2020)
13,Theme,12. Groen
13,Area,Heel Amsterdam
13,Type,Ambitie
13,Level,Strategisch Niveau
13,Source,Groenvisie 2020 - 2050 (2020)
14,Theme,12. Groen
14,Area,Heel Amsterdam
14,Type,Ambitie
14,Level,Strategisch Niveau
14,Source,Groenvisie 2020 - 2050 (2020)
15,Theme,12. Groen
15,Area,Heel Amsterdam
15,Type,Ambitie
15,Level,Strategisch Niveau
15,Source,Groenvisie 2020 - 2050 (2020)
16,Theme,12. Groen
16,Theme,9. Verhardingen
16,Area,Heel Amsterdam
16,Type,Uitgangspunt
16,Level,Tactisch Niveau
16,Source,Groenvisie 2020 - 2050 (2020)
18,Theme,12. Groen
18,Theme,2. Structuur & Stedenbouwkunde
18,Area,Heel Amsterdam
18,Type,Ambitie
18,Level,Tactisch Niveau
18,Source,Groenvisie 2020 - 2050 (2020)
19,Theme,12. Groen
19,Theme,2. Structuur & Stedenbouwkunde
19,Area,Heel Amsterdam
19,Type,Ambitie
19,Level,Tactisch Niveau
19,Source,Groenvisie 2020 - 2050 (2020)
20,Theme,12. Groen
20,Theme,2. Structuur & Stedenbouwkunde
20,Area,Heel Amsterdam
20,Type,Ambitie
20,Level,Tactisch Niveau
20,Source,Groenvisie 2020 - 2050 (2020)
21,Theme,12. Groen
21,Area,Heel Amsterdam
21,Type,Uitgangspunt
21,Level,Strategisch Niveau
21,Source,Beleidskader Puccinimethode (2018)
22,Theme,14. Water & Oevers
22,Area,Heel Amsterdam
22,Type,Ambitie
22,Level,Tactisch Niveau
22,Source,Watervisie (2016)
23,Theme,14. Water & Oevers
23,Area,Heel Amsterdam
23,Type,Ambitie
23,Level,Tactisch Niveau
23,Source,Watervisie (2016)
24,Theme,14. Water & Oevers
24,Area,Heel Amsterdam
24,Type,Ambitie
24,Level,Tactisch Niveau
24,Source,Watervisie (2016)
25,Theme,14. Water & Oevers
25,Area,Heel Amsterdam
25,Type,Ambitie
25,Level,Tactisch Niveau
25,Source,Watervisie (2016)
26,Theme,14. Water & Oevers
26,Area,Heel Amsterdam
26,Type,Ambitie
26,Level,Tactisch Niveau
26,Source,Watervisie (2016)
27,Theme,14. Water & Oevers
27,Area,Heel Amsterdam
27,Type,Ambitie
27,Level,Tactisch Niveau
27,Source,Watervisie (2016)
28,Theme,8. Parkeren - Auto
28,Area,Heel Amsterdam
28,Type,Uitgangspunt
28,Level,Tactisch Niveau
28,Source,Voortgangsrapportage Parkeerplan (2017)
29,Theme,2. Structuur & Stedenbouwkunde
29,Area,Zuid
29,Type,Ambitie
29,Level,Strategisch Niveau
29,Source,Visie Zuidas (2016)
30,Theme,9. Verhardingen
30,Area,Zuid
30,Type,Uitgangspunt
30,Level,Tactisch Niveau
30,Source,Visie Zuidas (2016)
31,Theme,1. Openbare Ruimte Algemeen
31,Area,Zuid
31,Type,Uitgangspunt
31,Level,Tactisch Niveau
31,Source,Visie Zuidas (2016)
32,Theme,3. Netwerken & Profielen
32,Area,Zuid
32,Type,Uitgangspunt
32,Level,Tactisch Niveau
32,Source,Visie Zuidas (2016)
33,Theme,2. Structuur & Stedenbouwkunde
33,Area,Heel Amsterdam
33,Type,Ambitie
33,Level,Strategisch Niveau
33,Source,Visie Openbare Ruimte (2017)
34,Theme,1. Openbare Ruimte Algemeen
34,Area,Heel Amsterdam
34,Type,Randvoorwaarde
34,Level,Strategisch Niveau
34,Source,Visie Openbare Ruimte (2017)
35,Theme,1. Openbare Ruimte Algemeen
35,Theme,3. Netwerken & Profielen
35,Area,Heel Amsterdam
35,Type,Uitgangspunt
35,Level,Strategisch Niveau
35,Source,Visie Openbare Ruimte (2017)
36,Theme,12. Groen
36,Area,Heel Amsterdam
36,Type,Ambitie
36,Level,Strategisch Niveau
36,Source,Visie Openbare Ruimte (2017)
37,Theme,1. Openbare Ruimte Algemeen
37,Area,Heel Amsterdam
37,Type,Uitgangspunt
37,Level,Strategisch Niveau
37,Source,Visie Openbare Ruimte (2017)
38,Theme,1. Openbare Ruimte Algemeen
38,Area,Heel Amsterdam
38,Type,Uitgangspunt
38,Level,Tactisch Niveau
38,Source,Visie Openbare Ruimte (2017)
39,Theme,1. Openbare Ruimte Algemeen
39,Area,Heel Amsterdam
39,Type,Randvoorwaarde
39,Level,Tactisch Niveau
39,Source,Visie Openbare Ruimte (2017)
40,Theme,1. Openbare Ruimte Algemeen
40,Area,Heel Amsterdam
40,Type,Uitgangspunt
40,Level,Tactisch Niveau
40,Source,Visie Openbare Ruimte (2017)
41,Theme,1. Openbare Ruimte Algemeen
41,Area,Heel Amsterdam
41,Type,Uitgangspunt
41,Level,Tactisch Niveau
41,Source,Visie Openbare Ruimte (2017)
42,Theme,1. Openbare Ruimte Algemeen
42,Area,Heel Amsterdam
42,Type,Uitgangspunt
42,Level,Tactisch Niveau
42,Source,Visie Openbare Ruimte (2017)
43,Theme,1. Openbare Ruimte Algemeen
43,Theme,13. Sport & Spel
43,Area,Heel Amsterdam
43,Type,Uitgangspunt
43,Level,Tactisch Niveau
43,Source,Visie Openbare Ruimte (2017)
44,Theme,12. Groen
44,Area,Heel Amsterdam
44,Type,Randvoorwaarde
44,Level,Tactisch Niveau
44,Source,Visie Openbare Ruimte (2017)
45,Theme,12. Groen
45,Area,Heel Amsterdam
45,Type,Uitgangspunt
45,Level,Tactisch Niveau
45,Source,Visie Openbare Ruimte (2017)
46,Theme,1. Openbare Ruimte Algemeen
46,Area,Heel Amsterdam
46,Type,Uitgangspunt
46,Level,Tactisch Niveau
46,Source,Visie Openbare Ruimte (2017)
47,Theme,1. Openbare Ruimte Algemeen
47,Area,Heel Amsterdam
47,Type,Uitgangspunt
47,Level,Tactisch Niveau
47,Source,Visie Openbare Ruimte (2017)
48,Theme,16. Ondergrond
48,Area,Heel Amsterdam
48,Type,Randvoorwaarde
48,Level,Tactisch Niveau
48,Source,Visie Openbare Ruimte (2017)
49,Theme,1. Openbare Ruimte Algemeen
49,Area,Heel Amsterdam
49,Type,Uitgangspunt
49,Level,Proces
49,Source,Visie Openbare Ruimte (2017)
50,Theme,14. Water & Oevers
50,Area,Centrum
50,Type,Ambitie
50,Level,Tactisch Niveau
50,Source,Visie Op Het Water Van De Binnenstad (2005)
51,Theme,14. Water & Oevers
51,Area,Centrum
51,Type,Uitgangspunt
51,Level,Tactisch Niveau
51,Source,Visie Op Het Water Van De Binnenstad (2005)
52,Theme,14. Water & Oevers
52,Area,Centrum
52,Type,Uitgangspunt
52,Level,Tactisch Niveau
52,Source,Visie Op Het Water Van De Binnenstad (2005)
53,Theme,14. Water & Oevers
53,Area,Centrum
53,Type,Uitgangspunt
53,Level,Tactisch Niveau
53,Source,Visie Op Het Water Van De Binnenstad (2005)
54,Theme,14. Water & Oevers
54,Area,Centrum
54,Type,Uitgangspunt
54,Level,Tactisch Niveau
54,Source,Visie Op Het Water Van De Binnenstad (2005)
55,Theme,2. Structuur & Stedenbouwkunde
55,Theme,14. Water & Oevers
55,Theme,12. Groen
55,Area,Zuid
55,Type,Ambitie
55,Level,Strategisch Niveau
55,Source,Visie Groen En Blauw Amsterdam Oud-Zuid 2020 (2006)
56,Theme,14. Water & Oevers
56,Area,Zuid
56,Type,Ambitie
56,Level,Tactisch Niveau
56,Source,Visie Groen En Blauw Amsterdam Oud-Zuid 2020 (2006)
57,Theme,12. Groen
57,Area,Zuid
57,Type,Ambitie
57,Level,Tactisch Niveau
57,Source,Visie Groen En Blauw Amsterdam Oud-Zuid 2020 (2006)
58,Theme,2. Structuur & Stedenbouwkunde
58,Theme,14. Water & Oevers
58,Theme,12. Groen
58,Area,Zuid
58,Type,Ambitie
58,Level,Tactisch Niveau
58,Source,Visie Groen En Blauw Amsterdam Oud-Zuid 2020 (2006)
59,Theme,2. Structuur & Stedenbouwkunde
59,Theme,14. Water & Oevers
59,Theme,12. Groen
59,Area,Zuid
59,Type,Ambitie
59,Level,Tactisch Niveau
59,Source,Visie Groen En Blauw Amsterdam Oud-Zuid 2020 (2006)
60,Theme,1. Openbare Ruimte Algemeen
60,Theme,16. Ondergrond
60,Area,Heel Amsterdam
60,Type,Randvoorwaarde
60,Level,Operationeel Niveau
60,Source,Verordening Wior (2021)
61,Theme,12. Groen
61,Area,Heel Amsterdam
61,Type,Randvoorwaarde
61,Level,Proces
61,Source,Verordening Tac (2013)
62,Theme,3. Netwerken & Profielen
62,Area,Heel Amsterdam
62,Type,Uitgangspunt
62,Level,Strategisch Niveau
62,Source,Uitvoeringsagenda Mobiliteit (2015)
63,Theme,3. Netwerken & Profielen
63,Area,Heel Amsterdam
63,Type,Uitgangspunt
63,Level,Tactisch Niveau
63,Source,Uitvoeringsagenda Mobiliteit (2015)
64,Theme,7. Auto
64,Area,Heel Amsterdam
64,Type,Uitgangspunt
64,Level,Tactisch Niveau
64,Source,Uitvoeringsagenda Mobiliteit (2015)
65,Theme,8. Parkeren - Auto
65,Area,Heel Amsterdam
65,Type,Uitgangspunt
65,Level,Tactisch Niveau
65,Source,Uitvoeringsagenda Mobiliteit (2015)
66,Theme,3. Netwerken & Profielen
66,Area,Heel Amsterdam
66,Type,Uitgangspunt
66,Level,Tactisch Niveau
66,Source,Uitvoeringsagenda Mobiliteit (2015)
67,Theme,10. Straatmeubilair
67,Area,Heel Amsterdam
67,Type,Randvoorwaarde
67,Level,Tactisch Niveau
67,Source,Stedelijk Kader Locatiekeuze Inzamelvoorzieningen (2017)
68,Theme,10. Straatmeubilair
68,Area,Heel Amsterdam
68,Type,Uitgangspunt
68,Level,Operationeel Niveau
68,Source,Stedelijk Kader Locatiekeuze Inzamelvoorzieningen (2017)
69,Theme,10. Straatmeubilair
69,Area,Heel Amsterdam
69,Type,Randvoorwaarde
69,Level,Operationeel Niveau
69,Source,Stedelijk Kader Locatiekeuze Inzamelvoorzieningen (2017)
70,Theme,10. Straatmeubilair
70,Area,Heel Amsterdam
70,Type,Uitgangspunt
70,Level,Operationeel Niveau
70,Source,Stedelijk Kader Locatiekeuze Inzamelvoorzieningen (2017)
71,Theme,10. Straatmeubilair
71,Area,Heel Amsterdam
71,Type,Randvoorwaarde
71,Level,Proces
71,Source,Stedelijk Kader Locatiekeuze Inzamelvoorzieningen (2017)
72,Theme,10. Straatmeubilair
72,Theme,1. Openbare Ruimte Algemeen
72,Area,Heel Amsterdam
72,Type,Uitgangspunt
72,Level,Strategisch Niveau
72,Source,Beleidskader Buitenreclame (2020)
73,Theme,10. Straatmeubilair
73,Theme,1. Openbare Ruimte Algemeen
73,Area,Heel Amsterdam
73,Type,Randvoorwaarde
73,Level,Tactisch Niveau
73,Source,Beleidskader Buitenreclame (2020)
74,Theme,10. Straatmeubilair
74,Area,Heel Amsterdam
74,Type,Randvoorwaarde
74,Level,Operationeel Niveau
74,Source,Beleidskader Buitenreclame (2020)
75,Theme,10. Straatmeubilair
75,Area,Heel Amsterdam
75,Type,Randvoorwaarde
75,Level,Operationeel Niveau
75,Source,Beleidskader Buitenreclame (2020)
76,Theme,10. Straatmeubilair
76,Area,Heel Amsterdam
76,Type,Randvoorwaarde
76,Level,Operationeel Niveau
76,Source,Beleidskader Buitenreclame (2020)
77,Theme,10. Straatmeubilair
77,Area,Heel Amsterdam
77,Type,Randvoorwaarde
77,Level,Operationeel Niveau
77,Source,Beleidskader Buitenreclame (2020)
78,Theme,10. Straatmeubilair
78,Area,Heel Amsterdam
78,Type,Randvoorwaarde
78,Level,Operationeel Niveau
78,Source,Beleidskader Buitenreclame (2020)
79,Theme,10. Straatmeubilair
79,Area,Heel Amsterdam
79,Type,Randvoorwaarde
79,Level,Operationeel Niveau
79,Source,Beleidskader Buitenreclame (2020)
80,Theme,9. Verhardingen
80,Area,Heel Amsterdam
80,Type,Uitgangspunt
80,Level,Operationeel Niveau
80,Source,Beleidskader Buitenreclame (2020)
81,Theme,10. Straatmeubilair
81,Area,Heel Amsterdam
81,Type,Uitgangspunt
81,Level,Tactisch Niveau
81,Source,Beleidskader Buitenreclame (2020)
82,Theme,10. Straatmeubilair
82,Area,Heel Amsterdam
82,Type,Uitgangspunt
82,Level,Tactisch Niveau
82,Source,Beleidskader Buitenreclame (2020)
83,Theme,10. Straatmeubilair
83,Area,Heel Amsterdam
83,Type,Uitgangspunt
83,Level,Tactisch Niveau
83,Source,Beleidskader Buitenreclame (2020)
84,Theme,10. Straatmeubilair
84,Area,Heel Amsterdam
84,Type,Uitgangspunt
84,Level,Tactisch Niveau
84,Source,Beleidskader Buitenreclame (2020)
85,Theme,10. Straatmeubilair
85,Area,Heel Amsterdam
85,Type,Randvoorwaarde
85,Level,Operationeel Niveau
85,Source,Beleidskader Buitenreclame (2020)
86,Theme,10. Straatmeubilair
86,Area,Heel Amsterdam
86,Type,Randvoorwaarde
86,Level,Operationeel Niveau
86,Source,Beleidskader Buitenreclame (2020)
87,Theme,10. Straatmeubilair
87,Area,Heel Amsterdam
87,Type,Randvoorwaarde
87,Level,Operationeel Niveau
87,Source,Beleidskader Buitenreclame (2020)
88,Theme,10. Straatmeubilair
88,Area,Heel Amsterdam
88,Type,Randvoorwaarde
88,Level,Operationeel Niveau
88,Source,Beleidskader Buitenreclame (2020)
89,Theme,10. Straatmeubilair
89,Area,Heel Amsterdam
89,Type,Randvoorwaarde
89,Level,Operationeel Niveau
89,Source,Beleidskader Buitenreclame (2020)
90,Theme,10. Straatmeubilair
90,Area,Heel Amsterdam
90,Type,Randvoorwaarde
90,Level,Operationeel Niveau
90,Source,Beleidskader Buitenreclame (2020)
91,Theme,10. Straatmeubilair
91,Area,Heel Amsterdam
91,Type,Randvoorwaarde
91,Level,Operationeel Niveau
91,Source,Beleidskader Buitenreclame (2020)
92,Theme,13. Sport & Spel
92,Area,Heel Amsterdam
92,Type,Uitgangspunt
92,Level,Tactisch Niveau
92,Source,Sportvisie 2025 (2016)
93,Theme,3. Netwerken & Profielen
93,Area,Heel Amsterdam
93,Type,Advies
93,Level,Operationeel Niveau
93,Source,Richtlijn Bewegwijzering Amsterdam (2021)
94,Theme,3. Netwerken & Profielen
94,Area,Heel Amsterdam
94,Type,Advies
94,Level,Proces
94,Source,Richtlijn Bewegwijzering Amsterdam (2021)
95,Theme,12. Groen
95,Area,Zuidoost
95,Type,Ambitie
95,Level,Tactisch Niveau
95,Source,Programma Groen & Blauw Zuidoost (2010)
96,Theme,12. Groen
96,Area,Zuidoost
96,Type,Ambitie
96,Level,Tactisch Niveau
96,Source,Programma Groen & Blauw Zuidoost (2010)
97,Theme,12. Groen
97,Area,Zuidoost
97,Type,Ambitie
97,Level,Tactisch Niveau
97,Source,Programma Groen & Blauw Zuidoost (2010)
98,Theme,14. Water & Oevers
98,Area,Zuidoost
98,Type,Ambitie
98,Level,Tactisch Niveau
98,Source,Programma Groen & Blauw Zuidoost (2010)
99,Theme,14. Water & Oevers
99,Area,Zuidoost
99,Type,Ambitie
99,Level,Tactisch Niveau
99,Source,Programma Groen & Blauw Zuidoost (2010)
100,Theme,14. Water & Oevers
100,Area,Zuidoost
100,Type,Ambitie
100,Level,Tactisch Niveau
100,Source,Programma Groen & Blauw Zuidoost (2010)
101,Theme,12. Groen
101,Area,Zuidoost
101,Type,Ambitie
101,Level,Tactisch Niveau
101,Source,Programma Groen & Blauw Zuidoost (2010)
102,Theme,12. Groen
102,Area,Zuidoost
102,Type,Ambitie
102,Level,Tactisch Niveau
102,Source,Programma Groen & Blauw Zuidoost (2010)
103,Theme,12. Groen
103,Area,Zuidoost
103,Type,Ambitie
103,Level,Tactisch Niveau
103,Source,Programma Groen & Blauw Zuidoost (2010)
104,Theme,12. Groen
104,Area,Zuidoost
104,Type,Uitgangspunt
104,Level,Tactisch Niveau
104,Source,Programma Groen & Blauw Zuidoost (2010)
105,Theme,12. Groen
105,Area,Zuidoost
105,Type,Uitgangspunt
105,Level,Tactisch Niveau
105,Source,Programma Groen & Blauw Zuidoost (2010)
106,Theme,12. Groen
106,Area,Zuidoost
106,Type,Uitgangspunt
106,Level,Tactisch Niveau
106,Source,Programma Groen & Blauw Zuidoost (2010)
107,Theme,12. Groen
107,Area,Zuidoost
107,Type,Uitgangspunt
107,Level,Tactisch Niveau
107,Source,Programma Groen & Blauw Zuidoost (2010)
108,Theme,12. Groen
108,Area,Zuidoost
108,Type,Uitgangspunt
108,Level,Tactisch Niveau
108,Source,Programma Groen & Blauw Zuidoost (2010)
109,Theme,12. Groen
109,Area,Zuidoost
109,Type,Uitgangspunt
109,Level,Tactisch Niveau
109,Source,Programma Groen & Blauw Zuidoost (2010)
110,Theme,12. Groen
110,Area,Zuidoost
110,Type,Uitgangspunt
110,Level,Tactisch Niveau
110,Source,Programma Groen & Blauw Zuidoost (2010)
111,Theme,12. Groen
111,Area,Zuidoost
111,Type,Uitgangspunt
111,Level,Tactisch Niveau
111,Source,Programma Groen & Blauw Zuidoost (2010)
112,Theme,14. Water & Oevers
112,Area,Zuidoost
112,Type,Uitgangspunt
112,Level,Tactisch Niveau
112,Source,Programma Groen & Blauw Zuidoost (2010)
113,Theme,14. Water & Oevers
113,Area,Zuidoost
113,Type,Uitgangspunt
113,Level,Tactisch Niveau
113,Source,Programma Groen & Blauw Zuidoost (2010)
114,Theme,14. Water & Oevers
114,Area,Zuidoost
114,Type,Uitgangspunt
114,Level,Tactisch Niveau
114,Source,Programma Groen & Blauw Zuidoost (2010)
115,Theme,14. Water & Oevers
115,Area,Zuidoost
115,Type,Uitgangspunt
115,Level,Tactisch Niveau
115,Source,Programma Groen & Blauw Zuidoost (2010)
116,Theme,14. Water & Oevers
116,Area,Zuidoost
116,Type,Uitgangspunt
116,Level,Tactisch Niveau
116,Source,Programma Groen & Blauw Zuidoost (2010)
117,Theme,14. Water & Oevers
117,Area,Zuidoost
117,Type,Uitgangspunt
117,Level,Tactisch Niveau
117,Source,Programma Groen & Blauw Zuidoost (2010)
118,Theme,1. Openbare Ruimte Algemeen
118,Area,Heel Amsterdam
118,Type,Randvoorwaarde
118,Level,Proces
118,Source,Plaberum 2017 (2016)
119,Theme,1. Openbare Ruimte Algemeen
119,Area,Heel Amsterdam
119,Type,Randvoorwaarde
119,Level,Proces
119,Source,Plaberum 2017 (2016)
120,Theme,1. Openbare Ruimte Algemeen
120,Area,Heel Amsterdam
120,Type,Randvoorwaarde
120,Level,Proces
120,Source,Plaberum 2017 (2016)
121,Theme,5. Fiets
121,Area,Heel Amsterdam
121,Type,Uitgangspunt
121,Level,Strategisch Niveau
121,Source,Nota Parkeernormen Fiets En Scooter (2018)
122,Theme,5. Fiets
122,Area,Heel Amsterdam
122,Type,Randvoorwaarde
122,Level,Tactisch Niveau
122,Source,Nota Parkeernormen Fiets En Scooter (2018)
123,Theme,5. Fiets
123,Area,Heel Amsterdam
123,Type,Randvoorwaarde
123,Level,Tactisch Niveau
123,Source,Nota Parkeernormen Fiets En Scooter (2018)
124,Theme,5. Fiets
124,Area,Heel Amsterdam
124,Type,Randvoorwaarde
124,Level,Tactisch Niveau
124,Source,Nota Parkeernormen Fiets En Scooter (2018)
125,Theme,5. Fiets
125,Area,Heel Amsterdam
125,Type,Randvoorwaarde
125,Level,Tactisch Niveau
125,Source,Nota Parkeernormen Fiets En Scooter (2018)
126,Theme,5. Fiets
126,Area,Heel Amsterdam
126,Type,Randvoorwaarde
126,Level,Tactisch Niveau
126,Source,Nota Parkeernormen Fiets En Scooter (2018)
127,Theme,5. Fiets
127,Area,Heel Amsterdam
127,Type,Uitgangspunt
127,Level,Tactisch Niveau
127,Source,Nota Parkeernormen Fiets En Scooter (2018)
128,Theme,5. Fiets
128,Area,Heel Amsterdam
128,Type,Randvoorwaarde
128,Level,Operationeel Niveau
128,Source,Nota Parkeernormen Fiets En Scooter (2018)
129,Theme,5. Fiets
129,Area,Heel Amsterdam
129,Type,Randvoorwaarde
129,Level,Operationeel Niveau
129,Source,Nota Parkeernormen Fiets En Scooter (2018)
130,Theme,5. Fiets
130,Area,Heel Amsterdam
130,Type,Advies
130,Level,Operationeel Niveau
130,Source,Leidraad Cvc (2020)
131,Theme,5. Fiets
131,Area,Heel Amsterdam
131,Type,Advies
131,Level,Operationeel Niveau
131,Source,Leidraad Cvc (2020)
132,Theme,5. Fiets
132,Area,Heel Amsterdam
132,Type,Advies
132,Level,Operationeel Niveau
132,Source,Leidraad Cvc (2020)
133,Theme,5. Fiets
133,Area,Heel Amsterdam
133,Type,Randvoorwaarde
133,Level,Proces
133,Source,Nota Parkeernormen Fiets En Scooter (2018)
134,Theme,5. Fiets
134,Area,Heel Amsterdam
134,Type,Randvoorwaarde
134,Level,Proces
134,Source,Nota Parkeernormen Fiets En Scooter (2018)
135,Theme,8. Parkeren - Auto
135,Area,Heel Amsterdam
135,Type,Uitgangspunt
135,Level,Strategisch Niveau
135,Source,Nota Parkeernormen Auto (2017)
136,Theme,8. Parkeren - Auto
136,Area,Heel Amsterdam
136,Type,Randvoorwaarde
136,Level,Tactisch Niveau
136,Source,Nota Parkeernormen Auto (2017)
137,Theme,8. Parkeren - Auto
137,Area,Heel Amsterdam
137,Type,Randvoorwaarde
137,Level,Tactisch Niveau
137,Source,Nota Parkeernormen Auto (2017)
138,Theme,8. Parkeren - Auto
138,Area,Heel Amsterdam
138,Type,Uitgangspunt
138,Level,Tactisch Niveau
138,Source,Nota Parkeernormen Auto (2017)
139,Theme,8. Parkeren - Auto
139,Area,Heel Amsterdam
139,Type,Randvoorwaarde
139,Level,Operationeel Niveau
139,Source,Nota Parkeernormen Auto (2017)
140,Theme,8. Parkeren - Auto
140,Area,Heel Amsterdam
140,Type,Uitgangspunt
140,Level,Proces
140,Source,Nota Parkeernormen Auto (2017)
141,Theme,1. Openbare Ruimte Algemeen
141,Area,Centrum
141,Type,Ambitie
141,Level,Strategisch Niveau
141,Source,Nota Bereikbare Binnenstad (2013)
142,Theme,4. Voetganger
142,Area,Centrum
142,Type,Uitgangspunt
142,Level,Tactisch Niveau
142,Source,Nota Bereikbare Binnenstad (2013)
143,Theme,7. Auto
143,Area,Centrum
143,Type,Uitgangspunt
143,Level,Tactisch Niveau
